name,scenario,mode,repeat,path,prompt_sha256,requests,success_rate,ttft_p50_ms,ttft_p95_ms,fg_ttft_p50_ms,fg_ttft_p95_ms,return_ttft_p50_ms,return_ttft_p95_ms,tpot_p95_ms,latency_p95_ms,throughput,output_tokens_per_s,goodput,slo_pct,load_valid,actual_rate,dispatch_lag_p95_ms,query_tokens,hit_tokens,gpu_hit_pct,prompt_tokens,server_prompt_tokens,server_completed,preemptions,prompt_min,prompt_max,queue_mean_ms,prefill_mean_ms,decode_mean_ms,inference_mean_ms,waiting_peak,active_kv_peak,gpu_util_mean_pct,gpu_memory_peak_mib,invalid_gpu_memory_samples,gpu_temp_peak_c,l2_lookups,l2_hits,l2_external_tokens,l2_rejected,l2_stores,l2_loads,l2_evictions,l2_bytes_written,l2_bytes_read,l2_save_ms,l2_load_ms,l2_resident_mib,l2_write_mib,l2_read_mib,counter_valid
pcoff,gap2000_bg2,closed,1,results\prefix-study\published-20260913\stage1\pcoff\gap2000_bg2\closed\run1.json.gz,92fe799a684ce7f43fd71dbe3cf5de267d0111b61183bbc724c30c3f493f1263,96,1.0,82.279,225.849,112.1352,220.23942999999997,108.99085,134.80417999999997,25.287,953.391,4.2739,136.7636,4.0957856458116835,95.83333333333334,True,,,0.0,0.0,,60768,60768.0,96.0,0.0,544,1041,0.004358614588066227,80.99053159374847,692.949458687501,773.9399902812494,0.0,0.02169751116783658,81.20833333333333,,24,76.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcoff,gap2000_bg2,closed,2,results\prefix-study\published-20260913\stage1\pcoff\gap2000_bg2\closed\run2.json.gz,2a939b8c81f9da08c80e2a946758082aa752eeaae40ea3ed69cddf52da4c55d9,96,1.0,88.73,223.542,158.58615,221.61049500000001,158.33365,193.985815,24.496,881.526,4.2945,137.4232,4.160271181685216,96.875,True,,,0.0,0.0,,60768,60768.0,96.0,0.0,544,1041,0.004603197924761086,90.28531140624334,676.465529854171,766.7508412604143,0.0,0.024760689215060583,81.20833333333333,,24,77.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap0_bg0,closed,1,results\prefix-study\published-20260913\stage1\pcon\gap0_bg0\closed\run1.json.gz,2ea890e34c38710395673a884410a46037b02cf3705d7e2788b540bf763b3aeb,32,1.0,43.828,516.811,43.82755,516.810905,43.79785,67.76053999999999,18.816,1099.814,6.2459,199.8703,5.465204021921714,87.5,True,,,25888.0,21536.0,83.18912237330038,25888,25888.0,32.0,0.0,578,1040,0.007342374978236421,50.50644353124767,538.9231853750332,589.4296289062809,0.0,0.031652839821314616,49.375,7918.0,0,65.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap0_bg0,closed,2,results\prefix-study\published-20260913\stage1\pcon\gap0_bg0\closed\run2.json.gz,1b84e1fca892b97b04f0e162f4a809d687ebd55158b146e1b38c161af7fb1352,32,1.0,41.68,394.541,41.6804,394.541045,41.4118,46.651815,16.969,901.27,6.6631,213.2186,6.038415986060837,90.625,True,,,25888.0,21632.0,83.55995055624228,25888,25888.0,32.0,0.0,578,1040,0.014844312502759749,42.428586218747455,517.2376399375266,559.6662261562742,0.0,0.03216336949585197,55.857142857142854,7875.0,0,68.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap0_bg0,open-6,1,results\prefix-study\published-20260913\stage1\pcon\gap0_bg0\open-6\run1.json.gz,2ea890e34c38710395673a884410a46037b02cf3705d7e2788b540bf763b3aeb,32,1.0,37.935,278.668,37.9349,278.66838999999993,37.66875,264.64999,20.412,892.288,5.5937,178.9974,5.418867061731209,96.875,True,5.995538816280524,6.144553336101196,25888.0,21536.0,83.18912237330038,25888,25888.0,32.0,0.0,578,1040,33.85397378124111,33.58763828125433,545.8837196875095,579.4713579687639,2.0,0.02552648372686661,47.0,7918.0,0,65.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap0_bg0,open-6,2,results\prefix-study\published-20260913\stage1\pcon\gap0_bg0\open-6\run2.json.gz,1b84e1fca892b97b04f0e162f4a809d687ebd55158b146e1b38c161af7fb1352,32,1.0,36.698,241.595,36.69785,241.59523999999993,36.537549999999996,145.825335,18.321,797.508,5.6043,179.3366,5.604268911736792,100.0,True,5.991235055036171,6.598013329251694,25888.0,21632.0,83.55995055624228,25888,25888.0,32.0,0.0,578,1040,14.93771453119308,31.572232906277975,525.0340516875056,556.6062845937836,2.0,0.025398851308232273,69.125,7875.0,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap0_bg2,closed,1,results\prefix-study\published-20260913\stage1\pcon\gap0_bg2\closed\run1.json.gz,2d675729d6fe9f59c7074f212e09e67b252c2b115f5d7f34ba0715b121c2bd99,96,1.0,138.437,193.025,137.7257,191.51104,127.2415,150.77525,20.754,755.135,5.8335,186.6718,5.651197859496395,96.875,True,,,60768.0,22496.0,37.01948393891522,60768,60768.0,96.0,0.0,544,1041,0.006477885420963503,87.33426204168164,554.6763821249835,642.0106441666652,0.0,0.02565411614550095,77.16666666666667,7918.0,0,74.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap0_bg2,closed,2,results\prefix-study\published-20260913\stage1\pcon\gap0_bg2\closed\run2.json.gz,aae19efc4468b82aa1cc4c2b5e07e03e00a0b8789b1e45d66326a36437628c8f,96,1.0,138.094,179.831,136.5952,177.96043500000002,122.382,140.656645,19.081,693.774,6.0594,193.9008,5.806923822501021,95.83333333333334,True,,,60768.0,22432.0,36.914165350184305,60768,60768.0,96.0,0.0,544,1041,0.005932666655420841,85.3058617812626,531.6438962708361,616.9497580520987,0.0,0.025143586470963597,70.77777777777777,7875.0,0,78.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap0_bg2,open-6,1,results\prefix-study\published-20260913\stage1\pcon\gap0_bg2\open-6\run1.json.gz,2d675729d6fe9f59c7074f212e09e67b252c2b115f5d7f34ba0715b121c2bd99,96,1.0,67.089,181.441,36.47325,150.88914,36.03175,63.170319999999975,19.899,773.354,5.8684,187.7903,5.86844845802849,100.0,True,6.003698885203255,7.1017583262197315,60768.0,22496.0,37.01948393891522,60768,60768.0,96.0,0.0,544,1041,12.724864000006164,43.8516116145801,585.0871306041748,628.938742218755,1.0,0.025909380982769625,81.61111111111111,7902.0,0,78.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap0_bg2,open-6,2,results\prefix-study\published-20260913\stage1\pcon\gap0_bg2\open-6\run2.json.gz,aae19efc4468b82aa1cc4c2b5e07e03e00a0b8789b1e45d66326a36437628c8f,96,1.0,67.107,186.466,35.845600000000005,147.30510499999997,35.51085,64.05355499999997,19.924,787.85,5.8618,187.5787,5.861833649953765,100.0,True,5.9991973200292925,8.037975007027743,60768.0,22432.0,36.914165350184305,60768,60768.0,96.0,0.0,544,1041,13.215878354166932,43.846583906246885,585.0227110520857,628.8692949583326,1.0,0.025909380982769625,82.11111111111111,7875.0,0,74.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap2000_bg0,closed,1,results\prefix-study\published-20260913\stage1\pcon\gap2000_bg0\closed\run1.json.gz,657d6bb71738a5e5a4a201bb408f391c84bff090394382409e86c5420765cc1a,32,1.0,149.281,474.59,149.28135,474.59012,148.2511,167.84051,22.408,984.894,1.5978,51.1295,1.398071779401849,87.5,True,,,25888.0,21568.0,83.31273176761434,25888,25888.0,32.0,0.0,578,1040,0.01993256248056241,93.97310496877509,589.7059607812452,683.6790657500203,0.0,0.031652839821314616,25.681818181818183,7875.0,0,64.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap2000_bg0,closed,2,results\prefix-study\published-20260913\stage1\pcon\gap2000_bg0\closed\run2.json.gz,8ab3440e32f31e1850819ada40ecc08127c395a9a037009a18a873423ca8d934,32,1.0,143.685,484.259,143.6848,484.25896,142.90945,163.44868,21.937,994.475,1.599,51.1668,1.3990910804795664,87.5,True,,,25888.0,21600.0,83.43634116192831,25888,25888.0,32.0,0.0,578,1040,0.018344593712527058,92.03220684378266,587.9058683124754,679.938075156258,0.0,0.031652839821314616,17.0,7875.0,0,67.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap2000_bg2,closed,1,results\prefix-study\published-20260913\stage1\pcon\gap2000_bg2\closed\run1.json.gz,92fe799a684ce7f43fd71dbe3cf5de267d0111b61183bbc724c30c3f493f1263,96,1.0,65.296,179.207,37.284949999999995,177.31479000000002,36.872,73.78753999999998,18.081,691.185,4.7169,150.9398,4.520331863111773,95.83333333333334,True,,,60768.0,22480.0,36.99315429173249,60768,60768.0,96.0,0.0,544,1041,0.004917635410587688,53.369655270839665,531.660663895823,585.0303191666626,0.0,0.02361199744735165,81.45454545454545,7875.0,0,72.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
pcon,gap2000_bg2,closed,2,results\prefix-study\published-20260913\stage1\pcon\gap2000_bg2\closed\run2.json.gz,2a939b8c81f9da08c80e2a946758082aa752eeaae40ea3ed69cddf52da4c55d9,96,1.0,65.631,180.575,37.679050000000004,178.88397999999998,37.05385,59.70603499999997,18.687,700.196,4.6892,150.056,4.542710046975041,96.875,True,,,60768.0,22464.0,36.96682464454976,60768,60768.0,96.0,0.0,544,1041,0.006211562499913725,56.95752548959376,540.4455588854091,597.4030843750029,0.0,0.020804084237396325,83.27272727272727,7875.0,0,77.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,True
