name,scenario,mode,repeat,path,prompt_sha256,requests,success_rate,ttft_p50_ms,ttft_p95_ms,fg_ttft_p50_ms,fg_ttft_p95_ms,return_ttft_p50_ms,return_ttft_p95_ms,tpot_p95_ms,latency_p95_ms,throughput,output_tokens_per_s,goodput,slo_pct,load_valid,actual_rate,dispatch_lag_p95_ms,query_tokens,hit_tokens,gpu_hit_pct,prompt_tokens,server_prompt_tokens,server_completed,preemptions,prompt_min,prompt_max,queue_mean_ms,prefill_mean_ms,decode_mean_ms,inference_mean_ms,waiting_peak,active_kv_peak,gpu_util_mean_pct,gpu_memory_peak_mib,invalid_gpu_memory_samples,gpu_temp_peak_c,l2_lookups,l2_hits,l2_external_tokens,l2_rejected,l2_stores,l2_loads,l2_evictions,l2_bytes_written,l2_bytes_read,l2_save_ms,l2_load_ms,l2_resident_mib,l2_write_mib,l2_read_mib,counter_valid
gpu-cpu-l2,gap0_bg2,closed,1,results\prefix-study\published-20260913\stage3\gpu-cpu-l2\gap0_bg2\closed\run1.json.gz,2d675729d6fe9f59c7074f212e09e67b252c2b115f5d7f34ba0715b121c2bd99,96,1.0,225.855,271.099,224.1496,263.87801,222.0242,249.085945,21.759,782.764,5.2332,167.4633,5.015178273506345,95.83333333333334,True,,,60768.0,896.0,1.474460242232754,60768,60768.0,96.0,0.0,544,1041,0.005530510416444183,147.59154044786746,551.8482867708817,699.4398272187491,0.0,0.70446735395189,72.2,4527.0,0,76.0,96,28,14336,0,68,28,32,998411904,411110784,4317.184501999691,316.5271029984069,504.0845947265625,952.1597900390625,392.0657958984375,True
gpu-cpu-l2,gap0_bg2,closed,2,results\prefix-study\published-20260913\stage3\gpu-cpu-l2\gap0_bg2\closed\run2.json.gz,aae19efc4468b82aa1cc4c2b5e07e03e00a0b8789b1e45d66326a36437628c8f,96,1.0,231.828,276.402,230.6125,268.147635,226.28045,253.61481999999998,21.868,793.658,5.2328,167.4495,5.01476384632169,95.83333333333334,True,,,60768.0,896.0,1.474460242232754,60768,60768.0,96.0,0.0,544,1041,0.005805687507631774,148.3512356875186,552.0076584687436,700.3588941562621,0.0,0.6907216494845361,71.55,4527.0,0,79.0,96,28,14336,0,68,28,32,998411904,411110784,4292.350713003998,324.0791800003535,504.0845947265625,952.1597900390625,392.0657958984375,True
gpu-cpu-l2,gap0_bg2,open-3,1,results\prefix-study\published-20260913\stage3\gpu-cpu-l2\gap0_bg2\open-3\run1.json.gz,2d675729d6fe9f59c7074f212e09e67b252c2b115f5d7f34ba0715b121c2bd99,96,1.0,88.81,95.531,65.74065,91.224505,63.254149999999996,80.444725,18.283,657.907,2.977,95.264,2.9770002542234177,100.0,True,2.999464904933358,5.124783337426386,60768.0,896.0,1.474460242232754,60768,60768.0,96.0,0.0,544,1041,0.003769906262126218,68.4276288020745,549.8379348645889,618.2655636666633,0.0,0.35051546391752575,76.9090909090909,4527.0,0,72.0,96,28,14336,0,68,28,32,998411904,411110784,3526.987094987817,324.04478999933417,504.0845947265625,952.1597900390625,392.0657958984375,True
gpu-cpu-l2,gap0_bg2,open-3,2,results\prefix-study\published-20260913\stage3\gpu-cpu-l2\gap0_bg2\open-3\run2.json.gz,aae19efc4468b82aa1cc4c2b5e07e03e00a0b8789b1e45d66326a36437628c8f,96,1.0,90.443,99.565,64.4521,91.430195,61.28535,80.25226,18.528,663.965,2.9783,95.3072,2.947324150774307,98.95833333333334,True,3.0018174298235047,3.9721249922877178,60768.0,896.0,1.474460242232754,60768,60768.0,96.0,0.0,544,1041,0.003812541663705815,70.10372384375312,553.0988550520893,623.2025788958424,0.0,0.3711340206185567,84.27272727272727,4527.0,0,73.0,96,28,14336,0,68,28,32,998411904,411110784,3648.20030799865,308.38517800157206,504.0845947265625,952.1597900390625,392.0657958984375,True
gpu-cpu-l2,gap0_bg2,open-6,1,results\prefix-study\published-20260913\stage3\gpu-cpu-l2\gap0_bg2\open-6\run1.json.gz,2d675729d6fe9f59c7074f212e09e67b252c2b115f5d7f34ba0715b121c2bd99,96,1.0,842.366,1513.571,835.2695,1503.84699,925.0065999999999,1506.85943,22.066,2151.59,5.3762,172.0393,0.5040213906678199,9.375,True,5.99584421095308,13.863924999896415,60768.0,896.0,1.474460242232754,60768,60768.0,96.0,0.0,544,1041,759.10356110415,68.72950098956683,659.8786934270654,728.6081944166322,8.0,0.5807560137457044,67.15789473684211,4527.0,0,77.0,96,28,14336,0,68,28,32,998411904,411110784,3569.641593011511,307.5991409996277,504.0845947265625,952.1597900390625,392.0657958984375,True
gpu-cpu-l2,gap0_bg2,open-6,2,results\prefix-study\published-20260913\stage3\gpu-cpu-l2\gap0_bg2\open-6\run2.json.gz,aae19efc4468b82aa1cc4c2b5e07e03e00a0b8789b1e45d66326a36437628c8f,96,1.0,927.732,1662.156,910.4418499999999,1654.517885,1021.7165,1664.2909450000002,22.357,2294.949,5.3427,170.9649,0.500873774299265,9.375,True,6.005307313603671,12.1340583367174,60768.0,896.0,1.474460242232754,60768,60768.0,96.0,0.0,544,1041,833.3591315416555,69.86872291669499,663.7124232395593,733.5811461562542,9.0,0.6804123711340206,69.15,4527.0,0,76.0,96,28,14336,0,68,28,32,998411904,411110784,3627.923940002802,314.13439000016297,504.0845947265625,952.1597900390625,392.0657958984375,True
gpu-cpu-l2-two-hit,gap0_bg2,closed,1,results\prefix-study\published-20260913\stage3\gpu-cpu-l2-two-hit\gap0_bg2\closed\run1.json.gz,2d675729d6fe9f59c7074f212e09e67b252c2b115f5d7f34ba0715b121c2bd99,96,1.0,173.262,246.967,172.0179,229.55034499999996,170.88555,215.150165,20.705,755.344,5.6085,179.4723,5.374821031604591,95.83333333333334,True,,,60768.0,896.0,1.474460242232754,60768,60768.0,96.0,0.0,544,1041,0.0056637499739053965,116.5934861875068,543.4268285625166,660.0203147500233,0.0,0.6769759450171822,75.78947368421052,4527.0,0,77.0,96,24,12288,68,4,24,0,58730112,352380672,473.4723440028574,273.185487000319,56.0093994140625,56.0093994140625,336.056396484375,True
gpu-cpu-l2-two-hit,gap0_bg2,closed,2,results\prefix-study\published-20260913\stage3\gpu-cpu-l2-two-hit\gap0_bg2\closed\run2.json.gz,aae19efc4468b82aa1cc4c2b5e07e03e00a0b8789b1e45d66326a36437628c8f,96,1.0,171.538,240.109,170.16930000000002,224.28531999999998,170.10425,211.494255,20.575,757.943,5.6325,180.2397,5.397803446028125,95.83333333333334,True,,,60768.0,896.0,1.474460242232754,60768,60768.0,96.0,0.0,544,1041,0.005766052079062926,115.24481872911944,542.849078562521,658.0938972916405,0.0,0.70446735395189,75.73684210526316,4536.0,0,79.0,96,24,12288,68,4,24,0,58730112,352380672,459.85078800185875,285.93937200093933,56.0093994140625,56.0093994140625,336.056396484375,True
gpu-cpu-l2-two-hit,gap0_bg2,open-3,1,results\prefix-study\published-20260913\stage3\gpu-cpu-l2-two-hit\gap0_bg2\open-3\run1.json.gz,2d675729d6fe9f59c7074f212e09e67b252c2b115f5d7f34ba0715b121c2bd99,96,1.0,67.111,84.827,69.8257,93.9878,69.47065,94.1674,18.008,629.757,2.9776,95.2826,2.94656622370368,98.95833333333334,True,3.000404843046475,6.315591667467757,60768.0,896.0,1.474460242232754,60768,60768.0,96.0,0.0,544,1041,0.003762916691130158,54.650855843722944,538.5466895000329,593.1975453437559,0.0,0.35051546391752575,82.24242424242425,4527.0,0,71.0,96,24,12288,68,4,24,0,58730112,352380672,231.24827300307516,291.31767500030037,56.0093994140625,56.0093994140625,336.056396484375,True
gpu-cpu-l2-two-hit,gap0_bg2,open-3,2,results\prefix-study\published-20260913\stage3\gpu-cpu-l2-two-hit\gap0_bg2\open-3\run2.json.gz,aae19efc4468b82aa1cc4c2b5e07e03e00a0b8789b1e45d66326a36437628c8f,96,1.0,67.267,83.347,69.9065,91.358915,68.8092,91.699055,18.01,626.544,2.9776,95.2839,2.977622884868071,100.0,True,3.0010026760598807,2.1297500024957117,60768.0,896.0,1.474460242232754,60768,60768.0,96.0,0.0,544,1041,0.00415205208999699,54.05389308333023,539.4066290937806,593.4605221771108,0.0,0.35051546391752575,80.78787878787878,4536.0,0,76.0,96,24,12288,68,4,24,0,58730112,352380672,221.3973610028006,268.7131470006534,56.0093994140625,56.0093994140625,336.056396484375,True
